/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_05_26_08h21_QoData_HWR_389MHz_cooldown_2K_ZFC_pruned.txt
9.986399969,1.4714936172835922e-08,2.273
20.00588432,1.613726514397616e-08,2.264
29.94996744,1.7153682112529055e-08,2.257
40.01225104,1.8021421673641576e-08,2.251
50.03000832,1.8964492691256278e-08,2.245
59.94406095,2.0210912504005313e-08,2.239
70.07689742,2.2049196882756824e-08,2.233
80.2177191,2.470655259498415e-08,2.231
89.79857648,2.8192599092171387e-08,2.228
100.1196136,3.325337855196853e-08,2.225
9.966956806,1.4453184631315063e-08,2.212
19.98177349,1.5569694521166927e-08,2.206
30.07935198,1.663714444122059e-08,2.2
9.98102334,1.416690860816588e-08,2.174
20.07762286,1.55763859325887e-08,2.173
30.09660203,1.629350593193606e-08,2.17
39.95293034,1.6635738121298562e-08,2.168
50.01098809,1.6919099619854796e-08,2.166
59.92247338,1.7434068184853384e-08,2.165
79.85938285,2.0388850488187674e-08,2.162
89.93491575,2.3472423440918877e-08,2.161
99.93004216,2.7995406140485772e-08,2.16
/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_05_26_08h21_QoData_HWR_389MHz_cooldown_2K_ZFC_pruned.txt
9.986399969,1.4714936172835922e-08,2.273
20.00588432,1.613726514397616e-08,2.264
29.94996744,1.7153682112529055e-08,2.257
40.01225104,1.8021421673641576e-08,2.251
50.03000832,1.8964492691256278e-08,2.245
59.94406095,2.0210912504005313e-08,2.239
70.07689742,2.2049196882756824e-08,2.233
80.2177191,2.470655259498415e-08,2.231
89.79857648,2.8192599092171387e-08,2.228
100.1196136,3.325337855196853e-08,2.225
9.966956806,1.4453184631315063e-08,2.212
19.98177349,1.5569694521166927e-08,2.206
30.07935198,1.663714444122059e-08,2.2
9.98102334,1.416690860816588e-08,2.174
20.07762286,1.55763859325887e-08,2.173
30.09660203,1.629350593193606e-08,2.17
39.95293034,1.6635738121298562e-08,2.168
50.01098809,1.6919099619854796e-08,2.166
59.92247338,1.7434068184853384e-08,2.165
79.85938285,2.0388850488187674e-08,2.162
89.93491575,2.3472423440918877e-08,2.161
99.93004216,2.7995406140485772e-08,2.16
/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_06_22_08h03_QoData_HWR_389MHz_cooldown_10uTVert_pruned.txt
10.07845304,2.897075068047372e-08,2.297
20.06198494,3.186739977028511e-08,2.288
29.96048657,3.355957048821004e-08,2.28
39.95908219,3.468342356626837e-08,2.273
49.938112,3.582681388967491e-08,2.27
60.03771654,3.762914426263308e-08,2.263
70.20029393,4.0733872602094714e-08,2.259
79.95236569,4.552635665912922e-08,2.258
89.8077464,5.276133856548573e-08,2.257
100.2254581,6.367089844894238e-08,2.257
9.937105314,2.8112075449322465e-08,2.229
20.09421983,3.1066006159806335e-08,2.224
29.95726812,3.27904727360628e-08,2.22
40.01801411,3.395474726814212e-08,2.217
50.02533925,3.5081699843689407e-08,2.212
60.00657829,3.6738034691081124e-08,2.207
69.94312785,3.9471452508367736e-08,2.206
79.99851568,4.3905213754393556e-08,2.204
89.13146545,4.986555810560266e-08,2.204
100.2197015,6.021332322165066e-08,2.198
10.04624027,2.8038201292720373e-08,2.175
20.00828473,3.09408561351586e-08,2.175
30.06570667,3.2458793413205406e-08,2.175
40.07854762,3.308788998482737e-08,2.174
49.9786767,3.3361163889593374e-08,2.174
60.0641991,3.381168308093216e-08,2.173
69.99407822,3.494484395778219e-08,2.172
80.03347987,3.731293141814486e-08,2.171
90.007738,4.1405485427421545e-08,2.17
100.0369587,4.779611361210438e-08,2.169
/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_06_25_08h18_QoData_HWR_389MHz_cooldown_10uTHor_pruned.txt
10.04701019,2.9703465010558157e-08,2.357
20.01877652,3.244183298005996e-08,2.353
29.99970589,3.451477879491231e-08,2.342
40.01816646,3.633370743032313e-08,2.337
49.93336595,3.8279507278999545e-08,2.33
60.06925862,4.083580832295602e-08,2.325
70.06239263,4.4330307914771935e-08,2.322
80.16673365,4.926658523814507e-08,2.315
89.81730295,5.568563837163594e-08,2.314
9.987115049,2.8932102645067444e-08,2.288
19.99450109,3.164146950307147e-08,2.284
29.93626329,3.370023767299477e-08,2.277
39.99739633,3.547801098800979e-08,2.271
49.95344943,3.7267074665416566e-08,2.266
59.92084352,3.941962650508253e-08,2.264
70.1746745,4.2359988402793925e-08,2.259
80.22016259,4.6298363123817915e-08,2.249
89.78749895,5.1334804958471493e-08,2.247
10.00397512,2.8163002451124592e-08,2.172
19.9303633,3.025378523035816e-08,2.17
29.97742003,3.163205115554806e-08,2.168
39.99659159,3.256213111744145e-08,2.167
49.97828075,3.334089767355952e-08,2.165
59.93547311,3.426166128988843e-08,2.163
69.96290732,3.5627904125079796e-08,2.162
79.99838321,3.7731944062075834e-08,2.16
89.95205374,4.0838964529280774e-08,2.159
/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_05_27_08h38_QoData_HWR_778MHz_cooldown_2K_ZFC_pruned.txt
9.95262265,1.456531562934908e-08,2.337
19.99049641,1.585313201383034e-08,2.33
30.0021885,1.6841135739343083e-08,2.325
40.02128767,1.7754665864891368e-08,2.317
50.17376839,1.883018712799881e-08,2.314
59.95410211,2.0222942299937116e-08,2.306
70.07992635,2.2255741458659174e-08,2.3
80.10735802,2.508288200749653e-08,2.298
90.11836561,2.8935321474856332e-08,2.295
9.95937084,1.3779884845967048e-08,2.272
20.01424896,1.4750376067085256e-08,2.269
30.00625117,1.5312810923920803e-08,2.262
39.99943209,1.6248522421581422e-08,2.253
50.04222483,1.8344409360519378e-08,2.248
30.04294913,1.338031168873245e-08,2.16
40.03115154,1.3831080091227826e-08,2.158
49.98701055,1.4260959041279978e-08,2.156
59.99795104,1.4764944902656731e-08,2.154
70.02039965,1.5433363357725972e-08,2.153
79.98737928,1.6351799371492314e-08,2.151
90.10352751,1.7635953498234813e-08,2.149
/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_05_27_08h38_QoData_HWR_778MHz_cooldown_2K_ZFC_pruned.txt
9.95937084,1.3621649236565524e-08,2.272
20.01424896,1.4701730738031187e-08,2.269
30.00625117,1.563610301229443e-08,2.262
39.99943209,1.654922667581023e-08,2.253
50.04222483,1.7563382781918837e-08,2.248
59.68909782,1.8738776244949763e-08,2.243
69.55491156,2.0255915780723637e-08,2.233
79.30880804,2.2178445433358253e-08,2.222
90.2626365,2.4973851356778084e-08,2.217
9.97040136,1.2021747875668902e-08,2.199
20.07604268,1.2993853581156333e-08,2.199
30.00125392,1.516341816306773e-08,2.198
39.87555362,1.7539676647368603e-08,2.196
49.89201201,1.9179659115935336e-08,2.175
59.79373237,1.905647148270252e-08,2.174
70.56216221,1.5812652596724933e-08,2.174
80.06706192,9.28574870681647e-09,2.171
10.05010843,1.2070308127321639e-08,2.166
20.02385749,1.2844686108111328e-08,2.163
30.04294913,1.3400862803619677e-08,2.16
40.03115154,1.383399791852391e-08,2.158
49.98701055,1.4244352566787755e-08,2.156
59.99795104,1.4735265938813402e-08,2.154
70.02039965,1.5405755140002625e-08,2.153
79.98737928,1.6349797746996304e-08,2.151
90.10352751,1.7692657660720607e-08,2.149
/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_05_27_08h38_QoData_HWR_778MHz_cooldown_2K_ZFC_pruned.txt
9.95262265,1.456531562934908e-08,2.337
19.99049641,1.585313201383034e-08,2.33
30.0021885,1.6841135739343083e-08,2.325
40.02128767,1.7754665864891368e-08,2.317
50.17376839,1.883018712799881e-08,2.314
59.95410211,2.0222942299937116e-08,2.306
70.07992635,2.2255741458659174e-08,2.3
80.10735802,2.508288200749653e-08,2.298
90.11836561,2.8935321474856332e-08,2.295
9.95937084,1.3562817868437256e-08,2.272
20.01424896,1.4542614100185548e-08,2.269
30.00625117,1.5618345329001118e-08,2.262
39.99943209,1.6738313623025963e-08,2.253
50.04222483,1.785022415312176e-08,2.248
59.68909782,1.8851267627960115e-08,2.243
69.55491156,1.9752420367864303e-08,2.233
49.89201201,1.7034172798958607e-08,2.175
59.79373237,1.9267039064978206e-08,2.174
70.56216221,1.6947161938527978e-08,2.174
80.06706192,7.822705066226203e-09,2.171
/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_05_27_08h38_QoData_HWR_778MHz_cooldown_2K_ZFC_pruned.txt
9.95262265,1.456531562934908e-08,2.337
19.99049641,1.585313201383034e-08,2.33
30.0021885,1.6841135739343083e-08,2.325
40.02128767,1.7754665864891368e-08,2.317
50.17376839,1.883018712799881e-08,2.314
59.95410211,2.0222942299937116e-08,2.306
70.07992635,2.2255741458659174e-08,2.3
80.10735802,2.508288200749653e-08,2.298
90.11836561,2.8935321474856332e-08,2.295
9.95937084,1.3562817868437256e-08,2.272
20.01424896,1.4542614100185548e-08,2.269
30.00625117,1.5618345329001118e-08,2.262
39.99943209,1.6738313623025963e-08,2.253
50.04222483,1.785022415312176e-08,2.248
59.68909782,1.8851267627960115e-08,2.243
69.55491156,1.9752420367864303e-08,2.233
10.05010843,1.2070308127321639e-08,2.166
20.02385749,1.2844686108111328e-08,2.163
30.04294913,1.3400862803619677e-08,2.16
40.03115154,1.383399791852391e-08,2.158
49.98701055,1.4244352566787755e-08,2.156
59.99795104,1.4735265938813402e-08,2.154
70.02039965,1.5405755140002625e-08,2.153
79.98737928,1.6349797746996304e-08,2.151
90.10352751,1.7692657660720607e-08,2.149
/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_05_27_08h38_QoData_HWR_778MHz_cooldown_2K_ZFC_pruned.txt
9.95262265,1.456531562934908e-08,2.337
19.99049641,1.585313201383034e-08,2.33
30.0021885,1.6841135739343083e-08,2.325
40.02128767,1.7754665864891368e-08,2.317
50.17376839,1.883018712799881e-08,2.314
59.95410211,2.0222942299937116e-08,2.306
70.07992635,2.2255741458659174e-08,2.3
80.10735802,2.508288200749653e-08,2.298
90.11836561,2.8935321474856332e-08,2.295
9.95937084,1.3562817868437256e-08,2.272
20.01424896,1.4542614100185548e-08,2.269
30.00625117,1.5618345329001118e-08,2.262
39.99943209,1.6738313623025963e-08,2.253
50.04222483,1.785022415312176e-08,2.248
59.68909782,1.8851267627960115e-08,2.243
69.55491156,1.9752420367864303e-08,2.233
10.05010843,1.2070308127321639e-08,2.166
20.02385749,1.2844686108111328e-08,2.163
30.04294913,1.3400862803619677e-08,2.16
40.03115154,1.383399791852391e-08,2.158
49.98701055,1.4244352566787755e-08,2.156
59.99795104,1.4735265938813402e-08,2.154
70.02039965,1.5405755140002625e-08,2.153
79.98737928,1.6349797746996304e-08,2.151
90.10352751,1.7692657660720607e-08,2.149
/Users/ruthgregory/Downloads/OneDrive_1_7-5-2021/2021_05_28_08h32_QoData_HWR_1167MHz_cooldown_2K_ZFC.txt
10.01813481,9.043273479419334e-09,2.314
20.04190413,9.702710346492735e-09,2.308
29.94732757,1.0350916820885749e-08,2.3
39.92790208,1.1047477147729328e-08,2.297
50.16270942,1.1856296587605561e-08,2.293
60.10599132,1.2781537010666732e-08,2.287
